Model,Vintage,Area,Material,Series_Cells,Parallel_C-S,Isco,Voco,Impo,Vmpo,aIsc,aImp,C0,C1,BVoco,mBVoc,BVmpo,mBVmp,n,C2,C3,A0,A1,A2,A3,A4,B0,B1,B2,B3,B4,B5,d(Tc),fd,a,b,C4,C5,Ixo,Ixxo,C6,C7,Picture,Description
"Kyocera KC120-1","1998",0.929000,"mc-Si",36,1,6.968000,21.450000,6.462000,16.730000,0.000400,-0.000600,1.010000,-0.010000,-0.083500,0.000000,-0.085300,0.000000,1.360000,0.028940,-5.979100,0.924000,0.067490,-0.012549,0.001005,-0.000029,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.987000,0.013000,6.950000,4.570000,1.155000,-0.155000,,"Area = 0.929 m^2, (25.7"" x 68.1""). Weight = 11.9 kg (26.2 lb). Module with 36 large-area (230 cm^2) multicrystalline  silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, PVF  backsheet, module laminated with EVA.  Junction box with conduit provisions."
"Kyocera KC120-1","1999 (E)",0.929000,"mc-Si",36,1,7.450000,21.500000,7.100000,16.900000,0.000440,-0.000610,1.010000,-0.010000,-0.089000,0.000000,-0.091000,0.000000,1.360000,0.028940,-5.979100,0.924000,0.067490,-0.012549,0.001005,-0.000029,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.987000,0.013000,7.440000,5.300000,1.155000,-0.155000,,"Area = 0.929 m^2, (25.7"" x 68.1""). Weight = 11.9 kg (26.2 lb). Module with 36 large-area (230 cm^2) multicrystalline  silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, PVF  backsheet, module laminated with EVA.  Junction box with conduit provisions"
"Kyocera KC150","2002",1.277000,"mc-Si",48,1,6.690000,28.370000,6.210000,22.310000,0.000420,-0.000400,1.006000,-0.006000,-0.112000,0.000000,-0.116000,0.000000,1.217000,-0.069990,-7.847790,0.926900,0.067604,-0.014216,0.001104,-0.000029,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.995000,0.005000,6.610000,4.520000,1.155000,-0.155000,,"Area = 1.277 m^2, (39.0"" x50.8""). Weight = 16.0 kg (35.2 lb). Module with 48 large-area (230 cm^2) multicrystalline  silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, smooth polymer  backsheet, module laminated with EVA.  Small potted wiring termination with quick-connect pigtails.   Max system voltage = 600 V. NOCT = 47C."
"Kyocera KC150","2002 (E)",1.277000,"mc-Si",48,1,7.260000,28.500000,6.670000,22.500000,0.000420,-0.000400,1.006000,-0.006000,-0.112000,0.000000,-0.116000,0.000000,1.217000,-0.069990,-7.847790,0.926900,0.067604,-0.014216,0.001104,-0.000029,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.995000,0.005000,7.160000,4.820000,1.155000,-0.155000,,"Area = 1.277 m^2, (39.0"" x50.8""). Weight = 16.0 kg (35.2 lb). Module with 48 large-area (230 cm^2) multicrystalline  silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, smooth polymer  backsheet, module laminated with EVA.  Small potted wiring termination with quick-connect pigtails.   Max system voltage = 600 V. NOCT = 47C."
"Kyocera KC40","1999 (E)",0.343000,"mc-Si",36,1,2.480000,21.500000,2.340000,16.900000,0.000440,-0.000610,1.010000,-0.010000,-0.089000,0.000000,-0.091000,0.000000,1.360000,0.028940,-5.979100,0.924000,0.067490,-0.012549,0.001005,-0.000029,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.987000,0.013000,2.460000,1.700000,1.155000,-0.155000,,"Area = 0.343 m^2, (25.7"" x 20.7""). Weight = 6.0 kg (13.2 lb). Module with 36 (75 cm^2) multicrystalline  silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, PVF  backsheet, module laminated with EVA.  Junction box with conduit provisions."
"Kyocera KC60","1999 (E)",0.489000,"mc-Si",36,1,3.730000,21.500000,3.550000,16.900000,0.000440,-0.000610,1.010000,-0.010000,-0.089000,0.000000,-0.091000,0.000000,1.360000,0.028940,-5.979100,0.924000,0.067490,-0.012549,0.001005,-0.000029,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.987000,0.013000,3.680000,2.650000,1.155000,-0.155000,,"Area = 0.489 m^2, (25.7"" x 29.6""). Weight = 7.8 kg (17.2 lb). Module with 36 (115 cm^2) multicrystalline  silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, PVF  backsheet, module laminated with EVA.  Junction box with conduit provisions."
"Kyocera KC80","1999 (E)",0.636000,"mc-Si",36,1,4.970000,21.500000,4.730000,16.900000,0.000440,-0.000610,1.010000,-0.010000,-0.089000,0.000000,-0.091000,0.000000,1.360000,0.028940,-5.979100,0.924000,0.067490,-0.012549,0.001005,-0.000029,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.987000,0.013000,4.930000,3.480000,1.155000,-0.155000,,"Area = 0.636 m^2, (25.7"" x 38.4""). Weight = 9.6 kg (21.2 lb). Module with 36 (155 cm^2) multicrystalline  silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, PVF  backsheet, module laminated with EVA.  Junction box with conduit provisions."
"Kyocera KC80","1998",0.636000,"mc-Si",36,1,4.720000,21.600000,4.370000,17.290000,0.000775,0.000156,0.996000,0.004000,-0.086400,0.000000,-0.088600,0.000000,1.402000,0.153380,-8.205100,0.924000,0.067490,-0.012549,0.001005,-0.000029,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.994000,0.006000,4.670000,3.130000,1.102000,-0.102000,,"Area = 0.636 m^2, (25.7"" x 38.4""). Weight = 9.6 kg (21.2 lb). Module with 36 (155 cm^2) multicrystalline  silicon cells connected in series. Anodized aluminum frame, tempered glass front sheet, PVF  backsheet, module laminated with EVA.  Junction box with conduit provisions."
"Photowatt PW1000 (100W/12V)","2001 (E)",0.898000,"mc-Si",36,2,6.000000,21.600000,5.800000,17.200000,0.000450,-0.000150,0.965000,0.035000,-0.085000,0.000000,-0.086000,0.000000,1.489000,-0.464700,-18.615000,0.924000,0.069710,-0.014550,0.001221,-0.000036,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.983000,0.017000,5.980000,4.400000,1.085000,-0.085000,,"Module area = 0.898 m^2, (26.5"" x 52.5""). Weight = 10.5 kg (23.1 lb). Module with 72 (105 cm^2) multicrystalline silicon cells connected in series. Anodized aluminum frame, low-iron tempered glass sheet on front and  Tedlar back sheet, module laminated with EVA  encapsulant.  Junction box with four bypass diodes incorporated.   Can be configure for 24V or 12V operation"
"Photowatt PW1000 (100W/24V)","2001 (E)",0.898000,"mc-Si",72,1,3.000000,43.200000,2.900000,34.400000,0.000450,-0.000150,0.965000,0.035000,-0.171000,0.000000,-0.172000,0.000000,1.489000,-0.464700,-18.615000,0.924000,0.069710,-0.014550,0.001221,-0.000036,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.983000,0.017000,2.990000,2.200000,1.085000,-0.085000,,"Module area = 0.898 m^2, (26.5"" x 52.5""). Weight = 10.5 kg (23.1 lb). Module with 72 (105 cm^2) multicrystalline silicon cells connected in series. Anodized aluminum frame, low-iron tempered glass sheet on front and  Tedlar back sheet, module laminated with EVA  encapsulant.  Junction box with four bypass diodes incorporated.   Can be configure for 24V or 12V operation."
"Photowatt PW1000 (105W/12V)","2001 (E)",0.898000,"mc-Si",36,2,6.300000,21.600000,6.100000,17.300000,0.000450,-0.000150,0.965000,0.035000,-0.085000,0.000000,-0.086000,0.000000,1.489000,-0.464700,-18.615000,0.924000,0.069710,-0.014550,0.001221,-0.000036,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.983000,0.017000,6.280000,4.630000,1.085000,-0.085000,,"Module area = 0.898 m^2, (26.5"" x 52.5""). Weight = 10.5 kg (23.1 lb). Module with 72 (105 cm^2) multicrystalline silicon cells connected in series. Anodized aluminum frame, low-iron tempered glass sheet on front and  Tedlar back sheet, module laminated with EVA  encapsulant.  Junction box with four bypass diodes incorporated.   Can be configure for 24V or 12V operation."
"Photowatt PW1000 (105W/24V)","2001 (E)",0.898000,"mc-Si",72,1,3.150000,43.200000,3.050000,34.600000,0.000450,-0.000150,0.965000,0.035000,-0.171000,0.000000,-0.172000,0.000000,1.489000,-0.464700,-18.615000,0.924000,0.069710,-0.014550,0.001221,-0.000036,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.983000,0.017000,3.140000,2.310000,1.085000,-0.085000,,"Module area = 0.898 m^2, (26.5"" x 52.5""). Weight = 10.5 kg (23.1 lb). Module with 72 (105 cm^2) multicrystalline silicon cells connected in series. Anodized aluminum frame, low-iron tempered glass sheet on front and  Tedlar back sheet, module laminated with EVA  encapsulant.  Junction box with four bypass diodes incorporated.   Can be configure for 24V or 12V operation."
"Photowatt PW1000 (24V)","2000",0.898000,"mc-Si",72,1,3.120000,43.160000,2.740000,33.720000,0.000390,-0.000001,0.965000,0.035000,-0.164000,0.000000,-0.168000,0.000000,1.489000,-0.464700,-18.615000,0.924000,0.069710,-0.014550,0.001221,-0.000036,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.983000,0.017000,2.990000,1.970000,1.085000,-0.085000,,"Module area = 0.898 m^2, (26.5"" x 52.5""). Weight = 10.5 kg (23.1 lb). Module with 72 (105 cm^2) multicrystalline silicon cells connected in series. Anodized aluminum frame, low-iron tempered glass sheet on front and  Tedlar back sheet, module laminated with EVA  encapsulant.  Junction box with four bypass diodes incorporated.  Also available with Tedlar backing instead of glass. Can be configure for 24V or 12V operation."
"Photowatt PW1000 (90W/12V)","2001 (E)",0.898000,"mc-Si",36,2,5.600000,21.500000,5.400000,16.800000,0.000450,-0.000150,0.965000,0.035000,-0.085000,0.000000,-0.086000,0.000000,1.489000,-0.464700,-18.615000,0.924000,0.069710,-0.014550,0.001221,-0.000036,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.983000,0.017000,5.580000,4.090000,1.085000,-0.085000,,"Module area = 0.898 m^2, (26.5"" x 52.5""). Weight = 10.5 kg (23.1 lb). Module with 72 (105 cm^2) multicrystalline silicon cells connected in series. Anodized aluminum frame, low-iron tempered glass sheet on front and  Tedlar back sheet, module laminated with EVA  encapsulant.  Junction box with four bypass diodes incorporated.   Can be configure for 24V or 12V operation"
"Photowatt PW1000 (90W/24V)","2001 (E)",0.898000,"mc-Si",72,1,2.800000,43.000000,2.700000,33.600000,0.000450,-0.000150,0.965000,0.035000,-0.171000,0.000000,-0.172000,0.000000,1.489000,-0.464700,-18.615000,0.924000,0.069710,-0.014550,0.001221,-0.000036,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.983000,0.017000,2.790000,2.050000,1.085000,-0.085000,,"Module area = 0.898 m^2, (26.5"" x 52.5""). Weight = 10.5 kg (23.1 lb). Module with 72 (105 cm^2) multicrystalline silicon cells connected in series. Anodized aluminum frame, low-iron tempered glass sheet on front and  Tedlar back sheet, module laminated with EVA  encapsulant.  Junction box with four bypass diodes incorporated.   Can be configure for 24V or 12V operation."
"Photowatt PW1000 (95W/12V)","2001 (E)",0.898000,"mc-Si",36,2,5.800000,21.600000,5.600000,17.000000,0.000450,-0.000150,0.965000,0.035000,-0.085000,0.000000,-0.086000,0.000000,1.489000,-0.464700,-18.615000,0.924000,0.069710,-0.014550,0.001221,-0.000036,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.983000,0.017000,5.780000,4.250000,1.085000,-0.085000,,"Module area = 0.898 m^2, (26.5"" x 52.5""). Weight = 10.5 kg (23.1 lb). Module with 72 (105 cm^2) multicrystalline silicon cells connected in series. Anodized aluminum frame, low-iron tempered glass sheet on front and  Tedlar back sheet, module laminated with EVA  encapsulant.  Junction box with four bypass diodes incorporated.   Can be configure for 24V or 12V operation."
"Photowatt PW1000 (95W/24V)","2001 (E)",0.898000,"mc-Si",72,1,2.910000,43.200000,2.800000,34.000000,0.000450,-0.000150,0.965000,0.035000,-0.171000,0.000000,-0.172000,0.000000,1.489000,-0.464700,-18.615000,0.924000,0.069710,-0.014550,0.001221,-0.000036,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.983000,0.017000,2.900000,2.120000,1.085000,-0.085000,,"Module area = 0.898 m^2, (26.5"" x 52.5""). Weight = 10.5 kg (23.1 lb). Module with 72 (105 cm^2) multicrystalline silicon cells connected in series. Anodized aluminum frame, low-iron tempered glass sheet on front and  Tedlar back sheet, module laminated with EVA  encapsulant.  Junction box with four bypass diodes incorporated.   Can be configure for 24V or 12V operation."
"Photowatt PWX100","2000 (E)",0.152000,"mc-Si",36,1,0.705000,21.600000,0.696000,17.000000,0.000620,0.000097,0.994000,0.006000,-0.078500,0.000000,-0.079100,0.000000,1.270000,-0.159300,-12.392500,0.924000,0.069710,-0.014550,0.001221,-0.000036,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.470000,-0.059400,0.990000,0.010000,0.701000,0.530000,1.133000,-0.133000,,"Module area = 0.152 m^2, (10.3"" x 22.9""). Weight = 3.4 kg (7.5  lb). Module with 36 (25 cm^2) multicrystalline silicon cells connected in series. Anodized aluminum frame, low-iron tempered glass sheet on front and  back, module laminated with EVA  encapsulant.  Junction box with conduit provisions."
"Photowatt PWX200","2000 (E)",0.266000,"mc-Si",36,1,1.400000,20.200000,1.280000,16.000000,0.000620,0.000097,0.994000,0.006000,-0.078500,0.000000,-0.079100,0.000000,1.270000,-0.159300,-12.392500,0.924000,0.069710,-0.014550,0.001221,-0.000036,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.470000,-0.059400,0.990000,0.010000,1.350000,0.950000,1.133000,-0.133000,,"Module area = 0.266 m^2, (14.5"" x 28.3""). Weight = 5.2 kg (11.4 lb). Module with 36 (51 cm^2) multicrystalline silicon cells connected in series. Anodized aluminum frame, low-iron tempered glass sheet on front and  back, module laminated with EVA  encapsulant.  Junction box with conduit provisions"
"Photowatt PWX500","1998",0.463000,"mc-Si",36,1,3.107000,21.590000,2.823000,16.990000,0.000461,-0.000056,0.994000,0.006000,-0.077800,0.000000,-0.079600,0.000000,1.270000,-0.159300,-12.392500,0.924000,0.069710,-0.014550,0.001221,-0.000036,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.470000,-0.059400,0.990000,0.010000,3.040000,2.050000,1.133000,-0.133000,,"Module area = 0.463 m^2, (18.2"" x 39.4""). Weight = 9.2 kg (20.2 lb). Module with 36 (102 cm^2) multicrystalline silicon cells connected in series. Anodized aluminum frame, low-iron tempered glass sheet on front and  back, module laminated with EVA  encapsulant.  Junction box with conduit provisions. ."
"Photowatt PWX500 (42W)","2000 (E)",0.450000,"mc-Si",36,1,2.700000,21.300000,2.500000,16.800000,0.000620,0.000097,0.994000,0.006000,-0.078500,0.000000,-0.079100,0.000000,1.270000,-0.159300,-12.392500,0.924000,0.069710,-0.014550,0.001221,-0.000036,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.470000,-0.059400,0.990000,0.010000,2.640000,1.860000,1.133000,-0.133000,,"Module area = 0.450 m^2, (17.0"" x 41.0""). Weight = 9.2 kg (20.2 lb). Module with 36 (102 cm^2) multicrystalline silicon cells connected in series. Anodized aluminum frame, low-iron tempered glass sheet on front and  back, module laminated with EVA  encapsulant.  Junction box with conduit provisions. Two bypass diodes incorporated."
"Photowatt PWX500 (47W)","2000 (E)",0.450000,"mc-Si",36,1,3.100000,21.600000,2.800000,17.000000,0.000620,0.000097,0.994000,0.006000,-0.078500,0.000000,-0.079100,0.000000,1.270000,-0.159300,-12.392500,0.924000,0.069710,-0.014550,0.001221,-0.000036,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.470000,-0.059400,0.990000,0.010000,3.050000,1.990000,1.133000,-0.133000,,"Module area = 0.450 m^2, (17.0"" x 41.0""). Weight = 9.2 kg (20.2 lb). Module with 36 (102 cm^2) multicrystalline silicon cells connected in series. Anodized aluminum frame, low-iron tempered glass sheet on front and  back, module laminated with EVA  encapsulant.  Junction box with conduit provisions. Two bypass diodes incorporated."
"Photowatt PWX500 (52W)","2000 (E)",0.450000,"mc-Si",36,1,3.300000,21.900000,3.000000,17.300000,0.000620,0.000097,0.994000,0.006000,-0.078500,0.000000,-0.079100,0.000000,1.270000,-0.159300,-12.392500,0.924000,0.069710,-0.014550,0.001221,-0.000036,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.470000,-0.059400,0.990000,0.010000,3.250000,2.150000,1.133000,-0.133000,,"Module area = 0.450 m^2, (17.0"" x 41.0""). Weight = 9.2 kg (20.2 lb). Module with 36 (102 cm^2) multicrystalline silicon cells connected in series. Anodized aluminum frame, low-iron tempered glass sheet on front and  back, module laminated with EVA  encapsulant.  Junction box with conduit provisions. Two bypass diodes incorporated."
"Photowatt PWX750 (70W)","2000 (E)",0.707000,"mc-Si",36,1,4.500000,21.300000,4.200000,16.700000,0.000620,0.000097,0.994000,0.006000,-0.078500,0.000000,-0.079100,0.000000,1.270000,-0.159300,-12.392500,0.924000,0.069710,-0.014550,0.001221,-0.000036,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.470000,-0.059400,0.990000,0.010000,4.420000,3.140000,1.133000,-0.133000,,"Module area = 0.707 m^2, (21.9"" x 50.1""). Weight = 13 kg (28.6 lb). Module with 36 (156 cm^2) multicrystalline silicon cells connected in series. Anodized aluminum frame, low-iron tempered glass sheet on front and  back, module laminated with EVA  encapsulant.  Junction box with conduit provisions. Two bypass diodes incorporated.  Also available with Tedlar backing instead of glass."
"Photowatt PWX750 (75W)","2000 (E)",0.707000,"mc-Si",36,1,4.700000,21.600000,4.400000,17.000000,0.000620,0.000097,0.994000,0.006000,-0.078500,0.000000,-0.079100,0.000000,1.270000,-0.159300,-12.392500,0.924000,0.069710,-0.014550,0.001221,-0.000036,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.470000,-0.059400,0.990000,0.010000,4.670000,3.210000,1.133000,-0.133000,,"Module area = 0.707 m^2, (21.9"" x 50.1""). Weight = 13 kg (28.6 lb). Module with 36 (156 cm^2) multicrystalline silicon cells connected in series. Anodized aluminum frame, low-iron tempered glass sheet on front and  back, module laminated with EVA  encapsulant.  Junction box with conduit provisions. Two bypass diodes incorporated.  Also available with Tedlar backing instead of glass"
"Photowatt PWX750 (80W)","2000 (E)",0.707000,"mc-Si",36,1,5.000000,21.900000,4.600000,17.300000,0.000620,0.000097,0.994000,0.006000,-0.078500,0.000000,-0.079100,0.000000,1.270000,-0.159300,-12.392500,0.924000,0.069710,-0.014550,0.001221,-0.000036,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.470000,-0.059400,0.990000,0.010000,4.910000,3.360000,1.133000,-0.133000,,"Module area = 0.707 m^2, (21.9"" x 50.1""). Weight = 13 kg (28.6 lb). Module with 36 (156 cm^2) multicrystalline silicon cells connected in series. Anodized aluminum frame, low-iron tempered glass sheet on front and  back, module laminated with EVA  encapsulant.  Junction box with conduit provisions. Two bypass diodes incorporated.  Also available with Tedlar backing instead of glass."
"Sanyo HIP-6751B","2002 (E)",1.148000,"HIT-Si",96,1,3.630000,64.900000,3.250000,51.400000,0.000286,-0.000149,0.996000,0.004000,-0.195000,0.000000,-0.164000,0.000000,1.402000,0.033006,-6.001280,0.921000,0.068943,-0.012233,0.001026,-0.000032,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.994000,0.006000,3.570000,2.300000,1.092000,-0.092000,,"Area =1.148 m^2, (34.6"" x 51.4""). Weight = 15 kg (33 lb). Module with 96  large-area (100 cm^2) HIT (heterojunction with intrinsic thin layer) high-efficiency crystalline silicon cells connected in series. Aluminum frame, tempered glass front sheet, polymer backsheet, module laminated with  EVA encapsulant. Junction box with four bypass diodes installed.   Used for  48V or grid-tied applications. Max array voltage = 600 Vdc.  Max fuse = 7 A."
"Sanyo HIP-6751B","2001",1.148000,"HIT-Si",96,1,3.520000,66.470000,3.230000,52.870000,0.000286,-0.000149,0.996000,0.004000,-0.195000,0.000000,-0.164000,0.000000,1.402000,0.033006,-6.001280,0.921000,0.068943,-0.012233,0.001026,-0.000032,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.994000,0.006000,3.470000,2.350000,1.092000,-0.092000,,"Area =1.148 m^2, (34.6"" x 51.4""). Weight = 15 kg (33 lb). Module with 96  large-area (100 cm^2) HIT (heterojunction with intrinsic thin layer) high-efficiency crystalline silicon cells connected in series. Aluminum frame, tempered glass front sheet, polymer backsheet, module laminated with  EVA encapsulant. Junction box with four bypass diodes installed.   Used for  48V or grid-tied applications. Max array voltage = 600 Vdc.  Max fuse = 7 A."
"Sanyo HIP-HO97","2002",1.148000,"HIT-Si",96,1,3.780000,65.790000,3.410000,52.690000,0.000394,-0.000040,0.947000,0.053000,-0.183000,0.000000,-0.168000,0.000000,1.332000,-0.561830,-19.159400,0.921000,0.068943,-0.012233,0.001026,-0.000032,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.989000,0.011000,3.680000,2.470000,1.069000,-0.069000,,"Area =1.148 m^2, (34.6"" x 51.4""). Weight = 15 kg (33 lb). Module with 96  large-area (100 cm^2) HIT (heterojunction with intrinsic thin layer) high-efficiency crystalline silicon cells connected in series. Aluminum frame, tempered glass front sheet, polymer backsheet, module laminated with  EVA encapsulant. Junction box with four bypass diodes installed.   Used for  48V or grid-tied applications. Max array voltage = 600 Vdc.  Max fuse = 7 A"
"Sanyo HIP-HO97","2002 (E)",1.148000,"HIT-Si",96,1,3.640000,65.700000,3.310000,52.900000,0.000440,0.000070,0.947000,0.053000,-0.187000,0.000000,-0.168000,0.000000,1.332000,-0.561830,-19.159400,0.921000,0.068943,-0.012233,0.001026,-0.000032,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.989000,0.011000,3.520000,2.440000,1.069000,-0.069000,,"Area =1.148 m^2, (34.6"" x 51.4""). Weight = 15 kg (33 lb). Module with 96  large-area (100 cm^2) HIT (heterojunction with intrinsic thin layer) high-efficiency crystalline silicon cells connected in series. Aluminum frame, tempered glass front sheet, polymer backsheet, module laminated with  EVA encapsulant. Junction box with four bypass diodes installed.   Used for  48V or grid-tied applications. Max array voltage = 600 Vdc.  Max fuse = 7 A."
"Schott SAPC 165","2002 (E)",1.301000,"mc-Si",72,1,5.460000,43.100000,4.770000,34.600000,0.000790,-0.000010,0.988000,0.012000,-0.171000,0.000000,-0.178000,0.000000,1.486000,0.204560,-5.478800,0.938000,0.052543,-0.008313,0.000578,-0.000015,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.983000,0.017000,5.330000,3.270000,1.107000,-0.107000,,"Area =1.301 m^2, (32.5"" x 62.0""). Weight = 17 kg (37 lb). Module with 72 large-area (156 cm^2) multicrystalline silicon cells connected in series. Aluminum frame, tempered glass front sheet, smooth polymer backsheet, module laminated with  EVA, integral bypass diodes.  Output terminal has wiring pigtails from sealed connector.   Used for  24V or grid-tied applications. Max system voltage = 600 V. Max series fuse = 10A.  NOCT = 47C."
"Schott SAPC 165","2001",1.301000,"mc-Si",72,1,5.145000,43.690000,4.693000,34.430000,0.000790,-0.000010,0.988000,0.012000,-0.173000,0.000000,-0.180000,0.000000,1.486000,0.204560,-5.478800,0.938000,0.052543,-0.008313,0.000578,-0.000015,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.983000,0.017000,5.080000,3.310000,1.107000,-0.107000,,"Area =1.301 m^2, (32.5"" x 62.0""). Weight = 17 kg (37 lb). Module with 72 large-area (156 cm^2) multicrystalline silicon cells connected in series. Aluminum frame, tempered glass front sheet, smooth polymer backsheet, module laminated with  EVA, integral bypass diodes.  Output terminal has wiring pigtails from sealed connector.   Used for  24V or grid-tied applications.  Max system voltage = 600 V. Max series fuse = 10A.  NOCT = 47C."
"Sharp NEH120E1","2002 (E)",0.960000,"mc-Si",54,1,5.300000,32.300000,4.670000,25.700000,0.001200,0.000070,1.022000,-0.022000,-0.125000,0.000000,-0.136000,0.000000,1.363000,-0.248680,-11.265400,0.918000,0.075932,-0.016109,0.001396,-0.000043,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.986000,0.014000,5.190000,3.240000,1.125000,-0.125000,,"Area =0.96  m^2, (31.6"" x 47.2""). Weight = 12.5 kg (27.5 lb).  Module with 54 large-area (156 cm^2) textured multicrystalline silicon cells connected in series. Aluminum frame, tempered glass front sheet, smooth polymer backsheet, module laminated with  EVA, three  bypass diodes.  Output terminal has lead wires (pigtails) from sealed connector.   Used for  grid-tied applications"
"Sharp NEH120E1","2001",0.944000,"mc-Si",54,1,5.085000,32.780000,4.604000,25.750000,0.000840,-0.000410,1.016000,-0.016000,-0.117000,0.000000,-0.141000,0.000000,1.382000,-0.247510,-13.762300,0.918000,0.075932,-0.016109,0.001396,-0.000043,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.989000,0.011000,4.970000,3.300000,1.126000,-0.126000,,"Area =0.944 m^2, (31.2"" x 46.9""). Weight = 12.5 kg (27.5 lb).  Module with 54 large-area (156 cm^2) textured multicrystalline silicon cells connected in series. Aluminum frame, tempered glass front sheet, smooth polymer backsheet, module laminated with  EVA, three  bypass diodes.  Output terminal has lead wires (pigtails) from sealed connector.   Used for  grid-tied applications."
"Shell SM50-H","2002 (E)",0.401000,"c-Si",33,1,3.400000,19.800000,3.150000,15.900000,0.000550,-0.000080,1.020000,-0.020000,-0.079800,0.000000,-0.081600,0.000000,1.086000,0.088180,-8.434000,0.938000,0.054228,-0.009903,0.000730,-0.000019,1.000000,-0.002438,0.000310,-0.000012,0.000000,-0.000000,3.000000,1.000000,-3.560000,-0.075000,0.998000,0.002000,3.360000,2.310000,1.122000,-0.122000,,"Area = 0.401 m^2, (13"" x 48""). Weight = 5.2 kg (11.5 lb). Module with 33 (100 cm^2) pyramidally-textured crystalline silicon cells connected in series. Anodized aluminum frame, low-iron tempered glass front sheet, polymer backsheet, module laminated with EVA. Separate positive and negative junction boxes with bypass diode in each. Max system voltage = 820V.  Max series fuse = ?A.  NOCT = 45C."
